opp_id,account_id,owner_id,name,stage,amount,close_date,created_date,lead_source,forecast_category,is_won,is_closed,competitor,loss_reason,days_in_stage,next_step,opportunity_type,created_at
158,884,10,Summit Systems - Initial License,Discovery,,2025-05-05,2024-12-04,Product-Led,Pipeline,False,False,,,61,POC setup,New Business,2024-12-04T00:00:00
159,939,12,Global Platforms - Initial License,Closed Lost,187035,2024-07-18,2024-04-10,Inbound - Content,Omitted,False,True,CompetitorE,Timing,67,,New Business,2024-04-10T00:00:00
160,882,7,Apex Dynamics - Initial License,Qualification,136864,2024-04-12,2023-12-13,Partner Referral,Best Case,False,False,CompetitorC,,3,Send proposal,New Business,2023-12-13T00:00:00
161,291,7,Synergy Partners - Platform Deal,Proposal,78923,2024-12-23,2024-04-03,Event,Best Case,False,False,,,57,Executive alignment,New Business,2024-04-03T00:00:00
162,41,13,Pacific Corp - Initial License,Closed Lost,16450,2024-09-18,2024-04-25,Product-Led,Omitted,False,True,,Competitor,35,,New Business,2024-04-25T00:00:00
163,43,4,Fusion Digital - Platform Deal,Proposal,417681,2023-04-28,2022-10-10,Inbound - Content,Best Case,False,False,CompetitorE,,33,Technical review,New Business,2022-10-10T00:00:00
164,792,2,Summit Networks - Platform Deal,Prospecting,39079,2025-02-05,2024-11-24,Product-Led,Pipeline,False,False,,,26,Send proposal,New Business,2024-11-24T00:00:00
165,646,1,Nova Dynamics - Platform Deal,Closed Lost,766358,2023-04-08,2022-12-17,Partner Referral,Omitted,False,True,CompetitorA,Lost to Status Quo,28,,New Business,2022-12-17T00:00:00
18,480,15,Pacific Services - New Business,Proposal,141419,2024-12-14,2024-09-01,Inbound - Content,Best Case,False,False,CompetitorE,,54,Contract signing,New Business,2024-09-01T00:00:00
167,50,15,Acme Platforms - Platform Deal,Prospecting,29501,2025-03-08,2024-12-13,Outbound - SDR,Pipeline,False,False,,,46,Send proposal,New Business,2024-12-13T00:00:00
168,401,16,Apex Enterprises - Platform Deal,Closed Lost,19540,2024-12-17,2024-08-15,Inbound - Web,Omitted,False,True,,No Decision,58,,New Business,2024-08-15T00:00:00
169,399,14,Global Networks - New Business,Qualification,103772,2024-05-27,2024-03-30,Inbound - Content,Best Case,False,False,CompetitorE,,10,Executive alignment,New Business,2024-03-30T00:00:00
170,84,8,Elevate Holdings - Platform Deal,Prospecting,37861,2024-09-10,2024-05-07,Outbound - AE,Pipeline,False,False,,,49,Legal review,New Business,2024-05-07T00:00:00
171,386,4,Acme Dynamics - Initial License,Proposal,13763,2025-02-16,2024-11-08,Outbound - AE,Best Case,False,False,CompetitorD,,28,Legal review,New Business,2024-11-08T00:00:00
172,81,13,Summit Labs - Platform Deal,Proposal,30296,2024-08-22,2024-02-25,Webinar,Best Case,False,False,Open Source Alternative,,67,Executive alignment,New Business,2024-02-25T00:00:00
173,35,15,Synergy Inc - Platform Deal,Qualification,161290,2025-04-06,2024-11-06,Inbound - Web,Best Case,False,False,,,33,Contract signing,New Business,2024-11-06T00:00:00
174,441,16,Acme Solutions - Platform Deal,Closed Lost,7125,2024-12-31,2024-12-21,Webinar,Omitted,False,True,CompetitorA,Lost to Status Quo,37,,New Business,2024-12-21T00:00:00
175,762,2,Synergy Corp - New Business,Qualification,19153,2024-11-04,2024-10-02,Webinar,Best Case,False,False,,,26,Schedule demo,New Business,2024-10-02T00:00:00
176,312,14,Summit Systems - Initial License,Discovery,103615,2025-01-21,2024-07-28,Webinar,Pipeline,False,False,,,47,POC setup,New Business,2024-07-28T00:00:00
177,396,16,Summit Group - New Business,Qualification,9526,2025-07-12,2024-12-17,Outbound - SDR,Best Case,False,False,CompetitorA,,9,,New Business,2024-12-17T00:00:00
178,550,8,Vertex Enterprises - New Business,Closed Lost,22052,2024-12-02,2024-10-28,Outbound - SDR,Omitted,False,True,CompetitorB,Champion Left,5,,New Business,2024-10-28T00:00:00
179,644,9,Pinnacle Inc - New Business,Prospecting,46168,2025-01-19,2024-10-07,Event,Pipeline,False,False,CompetitorA,,30,POC setup,New Business,2024-10-07T00:00:00
180,505,6,Summit Enterprises - Platform Deal,Prospecting,134065,2024-09-27,2024-04-01,Product-Led,Pipeline,False,False,,,15,Reference call,New Business,2024-04-01T00:00:00
181,669,9,Summit Technologies - New Business,Closed Lost,31302,2024-12-31,2024-09-13,Outbound - SDR,Omitted,False,True,CompetitorE,Feature Gap,6,,New Business,2024-09-13T00:00:00
182,848,4,Nexus Software - New Business,Qualification,35954,2024-09-20,2024-07-31,Product-Led,Best Case,False,False,CompetitorD,,26,,New Business,2024-07-31T00:00:00
183,457,14,Velocity Enterprises - New Business,Qualification,9666,2024-12-14,2024-03-27,Webinar,Best Case,False,False,,,53,Contract signing,New Business,2024-03-27T00:00:00
184,548,10,Acme Services - Initial License,Closed Lost,58242,2024-09-02,2024-06-19,Inbound - Web,Omitted,False,True,CompetitorE,Price,22,,New Business,2024-06-19T00:00:00
185,622,12,Pacific Inc - Initial License,Qualification,162342,2022-05-12,2021-08-23,Inbound - Content,Best Case,False,False,,,15,Legal review,New Business,2021-08-23T00:00:00
186,731,11,Vanguard Labs - New Business,Proposal,137988,2024-11-07,2024-04-23,Inbound - Content,Best Case,False,False,CompetitorA,,62,Contract signing,New Business,2024-04-23T00:00:00
187,695,14,Horizon Enterprises - Initial License,Proposal,38169,2025-02-23,2024-06-21,Inbound - Web,Best Case,False,False,CompetitorE,,54,Reference call,New Business,2024-06-21T00:00:00
188,582,16,Optima Holdings - Initial License,Closed Won,183219,2021-05-30,2021-02-12,Webinar,Closed,True,True,CompetitorA,,3,,New Business,2021-02-12T00:00:00
189,41,15,Pacific Corp - New Business,Qualification,,2025-01-16,2024-07-12,Inbound - Content,Best Case,False,False,CompetitorD,,29,,New Business,2024-07-12T00:00:00
190,535,5,Vertex Labs - Platform Deal,Discovery,92355,2021-12-11,2021-07-15,Webinar,Pipeline,False,False,CompetitorB,,27,Reference call,New Business,2021-07-15T00:00:00
191,417,7,Quantum Corp - Initial License,Qualification,32294,2023-07-22,2023-02-28,Inbound - Content,Best Case,False,False,CompetitorD,,35,Legal review,New Business,2023-02-28T00:00:00
192,832,2,Vanguard Digital - New Business,Closed Lost,5605,2024-12-20,2024-10-12,Outbound - SDR,Omitted,False,True,CompetitorA,No Decision,5,,New Business,2024-10-12T00:00:00
193,782,2,Velocity Analytics - New Business,Prospecting,33951,2024-04-26,2023-12-17,Inbound - Content,Pipeline,False,False,,,32,Legal review,New Business,2023-12-17T00:00:00
194,814,9,Horizon Enterprises - Initial License,Discovery,28592,2022-08-13,2022-09-05,Inbound - Content,Pipeline,False,False,CompetitorB,,52,POC setup,New Business,2022-09-05T00:00:00
195,510,1,Acme Solutions - Initial License,Proposal,176962,2024-06-07,2024-02-07,Inbound - Web,Best Case,False,False,,,24,Reference call,New Business,2024-02-07T00:00:00
196,791,7,Summit Partners - New Business,Discovery,33336,2023-07-04,2023-03-12,Outbound - AE,Pipeline,False,False,Open Source Alternative,,17,Executive alignment,New Business,2023-03-12T00:00:00
197,807,2,Catalyst Partners - Initial License,Proposal,37443,2024-03-12,2023-08-03,Product-Led,Best Case,False,False,CompetitorD,,18,Reference call,New Business,2023-08-03T00:00:00
198,278,12,Horizon Enterprises - Initial License,Qualification,13954,2024-05-15,2023-08-24,Outbound - SDR,Best Case,False,False,CompetitorC,,1,,New Business,2023-08-24T00:00:00
199,136,4,Pinnacle Group - Initial License,Qualification,12160,2022-11-10,2022-08-06,Outbound - AE,Best Case,False,False,CompetitorB,,24,Executive alignment,New Business,2022-08-06T00:00:00
200,936,16,Summit Solutions - Initial License,Qualification,11907,2025-08-13,2024-12-13,Partner Referral,Best Case,False,False,CompetitorB,,32,Send proposal,New Business,2024-12-13T00:00:00
201,98,2,Zenith Labs - Initial License,Negotiation,170610,2024-10-09,2024-06-15,Product-Led,Commit,False,False,Open Source Alternative,,35,Technical review,New Business,2024-06-15T00:00:00
202,150,10,Atlas Solutions - Initial License,Prospecting,196522,2025-03-04,2024-12-01,Webinar,Pipeline,False,False,CompetitorB,,43,Technical review,New Business,2024-12-01T00:00:00
203,32,1,Optima Holdings - New Business,Qualification,35806,2024-10-29,2024-06-27,Outbound - AE,Best Case,False,False,,,14,Executive alignment,New Business,2024-06-27T00:00:00
204,989,9,Elevate Systems - Initial License,Proposal,14950,2023-06-24,2023-04-22,Partner Referral,Best Case,False,False,CompetitorD,,40,,New Business,2023-04-22T00:00:00
205,913,7,Zenith Platforms - New Business,Closed Lost,57828,2024-09-24,2024-05-02,Webinar,Omitted,False,True,CompetitorB,Timing,16,,New Business,2024-05-02T00:00:00
86,211,6,Vanguard Networks - Platform Deal,Proposal,18135,2025-03-11,2024-07-04,Inbound - Content,Best Case,False,False,CompetitorA,,10,Reference call,New Business,2024-07-04T00:00:00
207,557,4,Zenith Platforms - Platform Deal,Closed Lost,28662,2022-09-13,2022-08-11,Inbound - Web,Omitted,False,True,CompetitorA,Feature Gap,11,,New Business,2022-08-11T00:00:00
208,45,6,Pinnacle Dynamics - Platform Deal,Proposal,12210,2024-09-02,2024-05-06,Partner Referral,Best Case,False,False,CompetitorE,,58,,New Business,2024-05-06T00:00:00
209,232,8,Fusion Enterprises - Platform Deal,Closed Lost,47611,2022-03-08,2021-10-13,Inbound - Web,Omitted,False,True,CompetitorE,Competitor,37,,New Business,2021-10-13T00:00:00
210,310,8,Fusion Enterprises - Platform Deal,Proposal,179891,2023-09-10,2023-07-05,Inbound - Web,Best Case,False,False,,,15,Schedule demo,New Business,2023-07-05T00:00:00
211,150,10,Atlas Solutions - Initial License,Discovery,123294,2025-06-01,2024-12-25,Outbound - AE,Pipeline,False,False,,,21,Contract signing,New Business,2024-12-25T00:00:00
212,463,14,Nexus Partners - New Business,Prospecting,145297,2024-01-17,2023-09-23,,Pipeline,False,False,CompetitorB,,34,,New Business,2023-09-23T00:00:00
213,453,1,Apex Networks - Platform Deal,Prospecting,,2024-04-13,2024-04-27,,Pipeline,False,False,CompetitorD,,27,Send proposal,New Business,2024-04-27T00:00:00
214,995,12,Synergy Systems - New Business,Discovery,69620,2024-04-30,2023-11-28,Inbound - Content,Pipeline,False,False,,,21,Schedule demo,New Business,2023-11-28T00:00:00
215,497,11,Quantum Analytics - New Business,Prospecting,18404,2025-01-30,2024-09-17,Webinar,Pipeline,False,False,CompetitorD,,40,,New Business,2024-09-17T00:00:00
216,473,3,Summit Corp - Initial License,Proposal,12338,2022-03-25,2022-01-04,Webinar,Best Case,False,False,CompetitorB,,16,Technical review,New Business,2022-01-04T00:00:00
217,488,5,Vertex Software - Platform Deal,Qualification,34389,2022-08-09,2022-01-11,Webinar,Best Case,False,False,,,21,Technical review,New Business,2022-01-11T00:00:00
218,482,6,Elevate Services - New Business,Discovery,650379,2025-03-14,2024-07-30,,Pipeline,False,False,CompetitorD,,17,Send proposal,New Business,2024-07-30T00:00:00
219,909,7,Apex Holdings - Platform Deal,Qualification,11812,2021-10-30,2021-07-07,Webinar,Best Case,False,False,,,52,Send proposal,New Business,2021-07-07T00:00:00
220,298,7,Vertex Systems - Platform Deal,Qualification,279703,2024-09-27,2024-04-08,Outbound - AE,Best Case,False,False,,,4,Contract signing,New Business,2024-04-08T00:00:00
221,437,7,Pinnacle Systems - Initial License,Qualification,36294,2024-09-30,2024-05-20,Event,Best Case,False,False,CompetitorD,,18,Legal review,New Business,2024-05-20T00:00:00
222,542,4,Quantum Analytics - Initial License,Negotiation,91881,2024-11-28,2024-09-22,Webinar,Commit,False,False,,,11,,New Business,2024-09-22T00:00:00
223,25,15,Synergy Holdings - Initial License,Qualification,17668,2024-11-23,2024-10-13,Outbound - SDR,Best Case,False,False,CompetitorD,,20,Executive alignment,New Business,2024-10-13T00:00:00
224,324,13,Global Inc - New Business,Discovery,113179,2025-03-26,2024-08-02,Inbound - Web,Pipeline,False,False,CompetitorD,,35,,New Business,2024-08-02T00:00:00
225,999,11,Vertex Partners - Platform Deal,Prospecting,27458,2024-11-22,2024-10-16,Outbound - AE,Pipeline,False,False,,,24,POC setup,New Business,2024-10-16T00:00:00
226,673,6,Acme Holdings - Initial License,Proposal,5100,2025-04-05,2024-12-30,Inbound - Web,Best Case,False,False,CompetitorC,,31,,New Business,2024-12-30T00:00:00
227,705,9,Elevate Analytics - Initial License,Prospecting,45457,2025-02-18,2024-09-12,Inbound - Content,Pipeline,False,False,CompetitorD,,19,Legal review,New Business,2024-09-12T00:00:00
228,566,14,Pinnacle Partners - Platform Deal,Closed Lost,47576,2022-09-17,2022-04-22,Product-Led,Omitted,False,True,CompetitorB,Champion Left,10,,New Business,2022-04-22T00:00:00
229,258,6,Apex Labs - New Business,Qualification,89745,2024-08-29,2023-12-21,Outbound - AE,Best Case,False,False,,,6,Executive alignment,New Business,2023-12-21T00:00:00
230,128,10,Nexus Digital - Initial License,Closed Lost,28239,2021-06-16,2021-04-01,Partner Referral,Omitted,False,True,CompetitorD,Lost to Status Quo,46,,New Business,2021-04-01T00:00:00
231,96,10,Acme Services - New Business,Closed Won,156596,2024-12-31,2024-12-28,Partner Referral,Closed,True,True,CompetitorE,,64,,New Business,2024-12-28T00:00:00
232,815,3,Nova Group - Platform Deal,Qualification,48739,2023-11-03,2023-08-20,Outbound - SDR,Best Case,False,False,CompetitorE,,45,Send proposal,New Business,2023-08-20T00:00:00
233,324,1,Global Inc - Platform Deal,Discovery,179438,2024-09-23,2024-07-16,Inbound - Content,Pipeline,False,False,CompetitorA,,37,Legal review,New Business,2024-07-16T00:00:00
95,439,15,Synergy Platforms - Platform Deal,Discovery,46177,2025-06-09,2024-11-04,,Pipeline,False,False,,,19,Send proposal,New Business,2024-11-04T00:00:00
235,114,12,Pacific Technologies - New Business,Discovery,179093,2023-10-26,2023-03-20,Event,Pipeline,False,False,CompetitorE,,9,Schedule demo,New Business,2023-03-20T00:00:00
236,126,1,Pacific Software - Platform Deal,Qualification,114694,2024-08-13,2024-01-31,Partner Referral,Best Case,False,False,CompetitorC,,45,Send proposal,New Business,2024-01-31T00:00:00
237,879,14,Apex Analytics - Platform Deal,Prospecting,6142,2025-06-28,2024-11-11,Outbound - AE,Pipeline,False,False,CompetitorC,,60,Technical review,New Business,2024-11-11T00:00:00
238,363,1,Summit Analytics - Initial License,Closed Lost,32627,2021-12-16,2021-08-16,Webinar,Omitted,False,True,,Feature Gap,27,,New Business,2021-08-16T00:00:00
239,3,3,Synergy Software - Initial License,Prospecting,123765,2024-07-22,2023-11-24,,Pipeline,False,False,CompetitorB,,28,POC setup,New Business,2023-11-24T00:00:00
240,913,7,Zenith Platforms - Platform Deal,Prospecting,71994,2024-05-02,2023-10-04,Outbound - SDR,Pipeline,False,False,CompetitorD,,39,Reference call,New Business,2023-10-04T00:00:00
241,253,12,Elevate Platforms - Platform Deal,Discovery,479991,2025-01-25,2024-12-20,Outbound - SDR,Pipeline,False,False,CompetitorA,,48,Contract signing,New Business,2024-12-20T00:00:00
242,56,2,Elevate Labs - Initial License,Negotiation,,2023-05-30,2022-12-29,Outbound - SDR,Commit,False,False,CompetitorB,,25,Schedule demo,New Business,2022-12-29T00:00:00
243,730,15,Apex Services - New Business,Prospecting,38696,2024-10-24,2024-08-05,Inbound - Web,Pipeline,False,False,CompetitorD,,61,Contract signing,New Business,2024-08-05T00:00:00
244,566,1,Pinnacle Partners - New Business,Discovery,15949,2024-10-07,2024-08-04,Outbound - AE,Pipeline,False,False,CompetitorD,,35,Legal review,New Business,2024-08-04T00:00:00
245,521,4,Nexus Corp - New Business,Proposal,10506,2023-11-23,2023-09-23,Inbound - Content,Best Case,False,False,CompetitorA,,53,,New Business,2023-09-23T00:00:00
246,691,6,Quantum Group - Platform Deal,Closed Lost,14442,2021-03-19,2020-09-21,Partner Referral,Omitted,False,True,Open Source Alternative,Competitor,37,,New Business,2020-09-21T00:00:00
247,868,15,Nova Systems - Platform Deal,Closed Lost,144551,2024-11-10,2024-07-07,,Omitted,False,True,CompetitorC,Lost to Status Quo,58,,New Business,2024-07-07T00:00:00
248,205,13,Apex Software - Platform Deal,Discovery,21696,2024-02-21,2023-12-22,Event,Pipeline,False,False,CompetitorA,,26,Legal review,New Business,2023-12-22T00:00:00
249,250,10,Catalyst Digital - Initial License,Qualification,31487,2024-10-01,2024-08-09,Inbound - Content,Best Case,False,False,,,67,Contract signing,New Business,2024-08-09T00:00:00
250,760,8,Summit Group - New Business,Prospecting,187166,2021-07-12,2021-02-01,Partner Referral,Pipeline,False,False,CompetitorE,,41,Contract signing,New Business,2021-02-01T00:00:00
178,696,2,Atlas Partners - Initial License,Qualification,54299,2024-07-04,2024-05-15,Inbound - Web,Best Case,False,False,,,27,Send proposal,New Business,2024-05-15T00:00:00
252,369,3,Nova Technologies - Initial License,Proposal,11097,2022-11-07,2022-08-25,Product-Led,Best Case,False,False,,,8,Executive alignment,New Business,2022-08-25T00:00:00
253,367,12,Global Inc - New Business,Qualification,149844,2024-11-24,2024-11-26,Inbound - Web,Best Case,False,False,,,1,Contract signing,New Business,2024-11-26T00:00:00
254,39,5,Elevate Partners - Initial License,Closed Lost,114361,2024-09-29,2024-05-21,Event,Omitted,False,True,CompetitorE,Feature Gap,36,,New Business,2024-05-21T00:00:00
255,167,6,Zenith Platforms - Initial License,Closed Lost,23363,2022-07-20,2022-08-02,Partner Referral,Omitted,False,True,CompetitorD,Timing,19,,New Business,2022-08-02T00:00:00
256,347,2,Quantum Group - Initial License,Closed Lost,42060,2024-06-06,2024-05-27,Event,Omitted,False,True,CompetitorC,Lost to Status Quo,39,,New Business,2024-05-27T00:00:00
54,298,7,Vertex Systems - Initial License,Prospecting,396623,2025-07-10,2024-12-10,,Pipeline,False,False,,,32,Reference call,New Business,2024-12-10T00:00:00
258,552,7,Acme Labs - Initial License,Prospecting,49264,2024-05-20,2023-12-19,,Pipeline,False,False,,,15,Contract signing,New Business,2023-12-19T00:00:00
